internal_id,LexisNexis_id,source,date,annotator,climate_change,attitude,policy
1677,021117CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"February 11, 2021 Thursday",11,Neutral,Neutral,Does not mention
1677,021117CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"February 11, 2021 Thursday",4,Neutral,Neutral,Does not mention
1678,021119CN.V11,CNN CNN NEWSROOM 2:00 AM EST,"February 11, 2021 Thursday",4,Neutral,Neutral,Does not mention
1678,021119CN.V11,CNN CNN NEWSROOM 2:00 AM EST,"February 11, 2021 Thursday",11,Neutral,Neutral,Does not mention
1679,021121CN.V11,CNN CNN NEWSROOM 4:00 AM EST,"February 11, 2021 Thursday",4,Neutral,Neutral,Does not mention
1679,021121CN.V11,CNN CNN NEWSROOM 4:00 AM EST,"February 11, 2021 Thursday",11,Neutral,Neutral,Does not mention
1680,021101CN.V34,CNN EARLY START 4:00 AM EST,"February 11, 2021 Thursday",4,Neutral,Neutral,Does not mention
1680,021101CN.V34,CNN EARLY START 4:00 AM EST,"February 11, 2021 Thursday",11,Neutral,Neutral,Does not mention
1681,021101cb.254,Fox News Network FOX SPECIAL REPORT WITH BRET BAIER 6:00 PM EST,"February 11, 2021 Thursday",4,Neutral,Neutral,Does not mention
1681,021101cb.254,Fox News Network FOX SPECIAL REPORT WITH BRET BAIER 6:00 PM EST,"February 11, 2021 Thursday",11,Neutral,Neutral,Does not mention
1682,021101cb.258,Fox News Network THE FIVE 5:00 PM EST,"February 11, 2021 Thursday",4,Neutral,Neutral,Does not mention
1682,021101cb.258,Fox News Network THE FIVE 5:00 PM EST,"February 11, 2021 Thursday",11,Neutral,Neutral,Does not mention
1683,020901cb.258,Fox News Network THE FIVE 5:00 PM EST,"February 9, 2021 Tuesday",4,Neutral,Neutral,Does not mention
1683,020901cb.258,Fox News Network THE FIVE 5:00 PM EST,"February 9, 2021 Tuesday",11,Neutral,Neutral,Does not mention
1684,,ABC News Transcript THIS WEEK 10:01 AM EST,"February 7, 2021 Sunday",4,Acknowledges,Neutral,Neutral
1684,,ABC News Transcript THIS WEEK 10:01 AM EST,"February 7, 2021 Sunday",11,Acknowledges,Neutral,Neutral
1685,020701CN.V18,CNN FAREED ZAKARIA GPS 10:00 AM EST,"February 7, 2021 Sunday",4,Neutral,Neutral,Does not mention
1685,020701CN.V18,CNN FAREED ZAKARIA GPS 10:00 AM EST,"February 7, 2021 Sunday",11,Neutral,Neutral,Does not mention
1687,,ABC News Transcript GOOD MORNING AMERICA 7:30 AM EST,"February 9, 2021 Tuesday",4,Neutral,Expresses climate concern,Does not mention
1687,,ABC News Transcript GOOD MORNING AMERICA 7:30 AM EST,"February 9, 2021 Tuesday",11,Neutral,Expresses climate concern,Does not mention
1688,020903CN.V34,CNN EARLY START 5:30 AM EST,"February 9, 2021 Tuesday",4,Acknowledges,Expresses climate concern,Does not mention
1688,020903CN.V34,CNN EARLY START 5:30 AM EST,"February 9, 2021 Tuesday",11,Acknowledges,Expresses climate concern,Does not mention
1689,020917CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"February 9, 2021 Tuesday",13,Acknowledges,Expresses climate concern,Does not mention
1689,020917CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"February 9, 2021 Tuesday",4,Acknowledges,Expresses climate concern,Does not mention
1690,020518CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"February 5, 2021 Friday",13,Neutral,Neutral,Neutral
1690,020518CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"February 5, 2021 Friday",4,Neutral,Neutral,Neutral
1691,020501cb.253,Fox News Network FOX HANNITY 9:00 PM EST,"February 5, 2021 Friday",13,Neutral,Expresses opposition to climate concern,Does not mention
1691,020501cb.253,Fox News Network FOX HANNITY 9:00 PM EST,"February 5, 2021 Friday",4,Neutral,Expresses opposition to climate concern,Does not mention
1692,020401cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"February 4, 2021 Thursday",13,Acknowledges,Expresses opposition to climate concern,Does not mention
1692,020401cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"February 4, 2021 Thursday",4,Acknowledges,Expresses opposition to climate concern,Does not mention
1693,020401cb.258,Fox News Network THE FIVE 5:00 PM EST,"February 4, 2021 Thursday",3,Acknowledges,Neutral,Debate
1693,020401cb.258,Fox News Network THE FIVE 5:00 PM EST,"February 4, 2021 Thursday",4,Acknowledges,Neutral,Debate
1694,020804cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"February 8, 2021 Monday",3,Neutral,Expresses climate concern,Does not mention
1694,020804cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"February 8, 2021 Monday",14,Neutral,Expresses climate concern,Does not mention
1696,020801cb.254,Fox News Network FOX SPECIAL REPORT WITH BRET BAIER 6:00 PM EST,"February 8, 2021 Monday",3,Acknowledges,Neutral,Opposes
1696,020801cb.254,Fox News Network FOX SPECIAL REPORT WITH BRET BAIER 6:00 PM EST,"February 8, 2021 Monday",14,Acknowledges,Neutral,Opposes
1697,020801cb.261,Fox News Network LIVE EVENT 5:00 PM EST,"February 8, 2021 Monday",3,Acknowledges,Neutral,Opposes
1697,020801cb.261,Fox News Network LIVE EVENT 5:00 PM EST,"February 8, 2021 Monday",14,Acknowledges,Neutral,Opposes
1698,020801cb.462,MSNBC MSNBC LIVE 9:00 AM EST,"February 8, 2021 Monday",3,Acknowledges,Expresses opposition to climate concern,Opposes
1698,020801cb.462,MSNBC MSNBC LIVE 9:00 AM EST,"February 8, 2021 Monday",14,Acknowledges,Expresses opposition to climate concern,Opposes
1699,020801cb.253,Fox News Network FOX HANNITY 9:00 PM EST,"February 8, 2021 Monday",3,Denies,Neutral,Opposes
1699,020801cb.253,Fox News Network FOX HANNITY 9:00 PM EST,"February 8, 2021 Monday",14,Denies,Neutral,Opposes
1700,020801cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"February 8, 2021 Monday",14,Neutral,Expresses climate concern,Does not mention
1700,020801cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"February 8, 2021 Monday",3,Neutral,Expresses climate concern,Does not mention
1701,020803cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"February 8, 2021 Monday",14,Neutral,Expresses climate concern,Does not mention
1701,020803cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"February 8, 2021 Monday",3,Neutral,Expresses climate concern,Does not mention
1702,020803CN.V34,CNN EARLY START 5:30 AM EST,"February 8, 2021 Monday",14,Neutral,Neutral,Does not mention
1702,020803CN.V34,CNN EARLY START 5:30 AM EST,"February 8, 2021 Monday",3,Neutral,Neutral,Does not mention
1704,020301cb.471,MSNBC THE RACHEL MADDOW SHOW 9:00 PM EST,"February 3, 2021 Wednesday",14,Acknowledges,Expresses climate concern,Supports
1704,020301cb.471,MSNBC THE RACHEL MADDOW SHOW 9:00 PM EST,"February 3, 2021 Wednesday",3,Acknowledges,Expresses climate concern,Supports
1705,020601cb.251,Fox News Network WATTERS WORLD 8:00 PM EST,"February 6, 2021 Saturday",14,Neutral,Expresses opposition to climate concern,Does not mention
1705,020601cb.251,Fox News Network WATTERS WORLD 8:00 PM EST,"February 6, 2021 Saturday",3,Neutral,Expresses opposition to climate concern,Does not mention
1706,020406CN.V11,CNN CNN NEWSROOM 11:30 AM EST,"February 4, 2021 Thursday",14,Neutral,Expresses climate concern,Supports
1706,020406CN.V11,CNN CNN NEWSROOM 11:30 AM EST,"February 4, 2021 Thursday",3,Neutral,Expresses climate concern,Supports
1707,020401cb.453,MSNBC THE REIDOUT 7:00 PM EST,"February 4, 2021 Thursday",14,Acknowledges,Expresses climate concern,Supports
1707,020401cb.453,MSNBC THE REIDOUT 7:00 PM EST,"February 4, 2021 Thursday",3,Acknowledges,Expresses climate concern,Supports
1708,020701cb.504,NBC News MEET THE PRESS 10:30 AM EST,"February 7, 2021 Sunday",14,Acknowledges,Neutral,Opposes
1708,020701cb.504,NBC News MEET THE PRESS 10:30 AM EST,"February 7, 2021 Sunday",3,Acknowledges,Neutral,Opposes
1709,,ABC News Transcript THIS WEEK 10:00 AM EST,"February 7, 2021 Sunday",14,Neutral,Neutral,Neutral
1709,,ABC News Transcript THIS WEEK 10:00 AM EST,"February 7, 2021 Sunday",3,Neutral,Neutral,Neutral
1710,020705CN.V11,CNN CNN NEWSROOM 6:00 PM EST,"February 7, 2021 Sunday",14,Acknowledges,Neutral,Neutral
1710,020705CN.V11,CNN CNN NEWSROOM 6:00 PM EST,"February 7, 2021 Sunday",3,Acknowledges,Neutral,Neutral
1711,020721CN.V11,CNN CNN NEWSROOM 4:00 AM EST,"February 7, 2021 Sunday",14,Neutral,Neutral,Does not mention
1711,020721CN.V11,CNN CNN NEWSROOM 4:00 AM EST,"February 7, 2021 Sunday",3,Neutral,Neutral,Does not mention
1712,020701cb.407,CBS News Transcripts CBS FACE THE NATION 10:30 AM EST,"February 7, 2021 Sunday",14,Neutral,Neutral,Supports
1712,020701cb.407,CBS News Transcripts CBS FACE THE NATION 10:30 AM EST,"February 7, 2021 Sunday",3,Neutral,Neutral,Supports
1713,020517CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"February 5, 2021 Friday",14,Acknowledges,Expresses climate concern,Does not mention
1713,020517CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"February 5, 2021 Friday",3,Neutral,Expresses climate concern,Does not mention
1714,020519CN.V11,CNN CNN NEWSROOM 2:00 AM EST,"February 5, 2021 Friday",14,Neutral,Expresses climate concern,Does not mention
1714,020519CN.V11,CNN CNN NEWSROOM 2:00 AM EST,"February 5, 2021 Friday",3,Neutral,Expresses climate concern,Does not mention
1715,020303CN.V11,CNN CNN NEWSROOM 10:00 AM EST,"February 3, 2021 Wednesday",14,Neutral,Neutral,Does not mention
1715,020303CN.V11,CNN CNN NEWSROOM 10:00 AM EST,"February 3, 2021 Wednesday",3,Neutral,Neutral,Neutral
1716,020302CN.V15,CNN Inside Politics 12:30 PM EST,"February 3, 2021 Wednesday",14,Neutral,Neutral,Does not mention
1716,020302CN.V15,CNN Inside Politics 12:30 PM EST,"February 3, 2021 Wednesday",3,Neutral,Neutral,Does not mention
1717,020101cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"February 1, 2021 Monday",14,Acknowledges,Expresses climate concern,Does not mention
1717,020101cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"February 1, 2021 Monday",3,Acknowledges,Expresses climate concern,Does not mention
1718,020601cb.256,Fox News Network THE GREG GUTFELD SHOW 10:00 PM EST,"February 6, 2021 Saturday",14,Neutral,Neutral,Does not mention
1718,020601cb.256,Fox News Network THE GREG GUTFELD SHOW 10:00 PM EST,"February 6, 2021 Saturday",3,Neutral,Neutral,Does not mention
1719,020621CN.V11,CNN CNN NEWSROOM 4:00 AM EST,"February 6, 2021 Saturday",14,Acknowledges,Expresses climate concern,Opposes
1719,020621CN.V11,CNN CNN NEWSROOM 4:00 AM EST,"February 6, 2021 Saturday",3,Acknowledges,Expresses climate concern,Opposes
1720,020201cb.271,Fox News Network FOX NEWS PRIMETIME 7:00 PM EST,"February 2, 2021 Tuesday",14,Acknowledges,Expresses opposition to climate concern,Opposes
1720,020201cb.271,Fox News Network FOX NEWS PRIMETIME 7:00 PM EST,"February 2, 2021 Tuesday",3,Acknowledges,Expresses opposition to climate concern,Opposes
1721,020201cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"February 2, 2021 Tuesday",14,Neutral,Expresses opposition to climate concern,Does not mention
1721,020201cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"February 2, 2021 Tuesday",3,Neutral,Expresses opposition to climate concern,Does not mention
1723,020418CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"February 4, 2021 Thursday",14,Acknowledges,Expresses climate concern,Does not mention
1723,020418CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"February 4, 2021 Thursday",3,Acknowledges,Expresses climate concern,Does not mention
1724,020501cb.254,Fox News Network FOX SPECIAL REPORT WITH BRET BAIER 6:00 PM EST,"February 5, 2021 Friday",14,Acknowledges,Neutral,Does not mention
1724,020501cb.254,Fox News Network FOX SPECIAL REPORT WITH BRET BAIER 6:00 PM EST,"February 5, 2021 Friday",3,Acknowledges,Neutral,Does not mention
1725,020501cb.h06,CNN CNN 10 4:00 AM EST,"February 5, 2021 Friday",14,Neutral,Neutral,Does not mention
1725,020501cb.h06,CNN CNN 10 4:00 AM EST,"February 5, 2021 Friday",3,Neutral,Neutral,Does not mention
1726,020502CN.V40,CNN The Lead with Jake Tapper 4:30 PM EST,"February 5, 2021 Friday",14,Acknowledges,Expresses climate concern,Opposes
1726,020502CN.V40,CNN The Lead with Jake Tapper 4:30 PM EST,"February 5, 2021 Friday",3,Acknowledges,Expresses climate concern,Opposes
1727,020501cb.473,MSNBC 11TH HOUR WITH BRIAN WILLIAMS 11:00 PM EST,"February 5, 2021 Friday",14,Neutral,Neutral,Does not mention
1727,020501cb.473,MSNBC 11TH HOUR WITH BRIAN WILLIAMS 11:00 PM EST,"February 5, 2021 Friday",3,Neutral,Neutral,Does not mention
1728,020501cb.453,MSNBC THE REIDOUT 7:00 PM EST,"February 5, 2021 Friday",14,Neutral,Neutral,Does not mention
1728,020501cb.453,MSNBC THE REIDOUT 7:00 PM EST,"February 5, 2021 Friday",3,Neutral,Neutral,Does not mention
1729,020501cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"February 5, 2021 Friday",14,Neutral,Expresses opposition to climate concern,Does not mention
1729,020501cb.257,Fox News Network INGRAHAM ANGLE 10:00 PM EST,"February 5, 2021 Friday",3,Neutral,Expresses opposition to climate concern,Does not mention
1730,020521CN.V11,CNN CNN NEWSROOM 4:00 AM EST,"February 5, 2021 Friday",14,Neutral,Neutral,Supports
1730,020521CN.V11,CNN CNN NEWSROOM 4:00 AM EST,"February 5, 2021 Friday",3,Neutral,Neutral,Supports
1731,020403CN.V34,CNN EARLY START 5:30 AM EST,"February 4, 2021 Thursday",14,Acknowledges,Neutral,Neutral
1731,020403CN.V34,CNN EARLY START 5:30 AM EST,"February 4, 2021 Thursday",3,Acknowledges,Neutral,Neutral
1734,020401cb.474,MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL 10:00 PM EST,"February 4, 2021 Thursday",14,Neutral,Neutral,Does not mention
1734,020401cb.474,MSNBC THE LAST WORD WITH LAWRENCE O`DONNELL 10:00 PM EST,"February 4, 2021 Thursday",3,Neutral,Neutral,Does not mention
1735,020101cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"February 1, 2021 Monday",14,Acknowledges,Expresses opposition to climate concern,Opposes
1735,020101cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"February 1, 2021 Monday",3,Acknowledges,Expresses opposition to climate concern,Opposes
1736,020101cb.452,MSNBC DEADLINE: WHITE HOUSE 4:00 PM EST,"February 1, 2021 Monday",14,Acknowledges,Neutral,Does not mention
1736,020101cb.452,MSNBC DEADLINE: WHITE HOUSE 4:00 PM EST,"February 1, 2021 Monday",3,Acknowledges,Neutral,Does not mention
1737,020101cb.266,Fox News Network AMERICA'S NEWSROOM 9:00 AM EST,"February 1, 2021 Monday",14,Denies,Expresses opposition to climate concern,Opposes
1737,020101cb.266,Fox News Network AMERICA'S NEWSROOM 9:00 AM EST,"February 1, 2021 Monday",3,Denies,Expresses opposition to climate concern,Opposes
1739,020301cb.263,Fox News Network THE STORY WITH MARTHA MACCALLUM 3:00 PM EST,"February 3, 2021 Wednesday",14,Acknowledges,Neutral,Does not mention
1739,020301cb.263,Fox News Network THE STORY WITH MARTHA MACCALLUM 3:00 PM EST,"February 3, 2021 Wednesday",3,Acknowledges,Neutral,Does not mention
1740,020301CN.V11,CNN CNN NEWSROOM 9:00 AM EST,"February 3, 2021 Wednesday",14,Neutral,Expresses climate concern,Supports
1740,020301CN.V11,CNN CNN NEWSROOM 9:00 AM EST,"February 3, 2021 Wednesday",3,Neutral,Expresses climate concern,Supports
1741,020317CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"February 3, 2021 Wednesday",14,Neutral,Neutral,Does not mention
1741,020317CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"February 3, 2021 Wednesday",3,Neutral,Neutral,Does not mention
1742,020301cb.271,Fox News Network FOX NEWS PRIMETIME 7:00 PM EST,"February 3, 2021 Wednesday",14,Acknowledges,Neutral,Opposes
1742,020301cb.271,Fox News Network FOX NEWS PRIMETIME 7:00 PM EST,"February 3, 2021 Wednesday",3,Acknowledges,Neutral,Opposes
1743,020301cb.259,Fox News Network FOX NEWS @ NIGHT 11:00 PM EST,"February 3, 2021 Wednesday",14,Acknowledges,Neutral,Neutral
1743,020301cb.259,Fox News Network FOX NEWS @ NIGHT 11:00 PM EST,"February 3, 2021 Wednesday",3,Acknowledges,Neutral,Neutral
1745,020302cb.400,CBS News Transcripts CBS MORNING NEWS 4:00 AM EST,"February 3, 2021 Wednesday",14,Neutral,Neutral,Does not mention
1745,020302cb.400,CBS News Transcripts CBS MORNING NEWS 4:00 AM EST,"February 3, 2021 Wednesday",3,Neutral,Neutral,Does not mention
1747,020201cb.263,Fox News Network THE STORY WITH MARTHA MACCALLUM 3:00 PM EST,"February 2, 2021 Tuesday",3,Neutral,Neutral,Opposes
1747,020201cb.263,Fox News Network THE STORY WITH MARTHA MACCALLUM 3:00 PM EST,"February 2, 2021 Tuesday",4,Neutral,Neutral,Opposes
1748,020201cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"February 2, 2021 Tuesday",3,Neutral,Neutral,Does not mention
1748,020201cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"February 2, 2021 Tuesday",4,Neutral,Neutral,Does not mention
1749,020101cb.478,MSNBC ALL IN with CHRIS HAYES 8:00 PM EST,"February 1, 2021 Monday",3,Neutral,Expresses climate concern,Does not mention
1749,020101cb.478,MSNBC ALL IN with CHRIS HAYES 8:00 PM EST,"February 1, 2021 Monday",4,Neutral,Expresses climate concern,Does not mention
1750,020101cb.253,Fox News Network FOX HANNITY 9:00 PM EST,"February 1, 2021 Monday",3,Acknowledges,Expresses opposition to climate concern,Opposes
1750,020101cb.253,Fox News Network FOX HANNITY 9:00 PM EST,"February 1, 2021 Monday",4,Acknowledges,Expresses opposition to climate concern,Opposes
1753,020101cb.254,Fox News Network FOX SPECIAL REPORT WITH BRET BAIER 6:00 PM EST,"February 1, 2021 Monday",3,Neutral,Neutral,Does not mention
1753,020101cb.254,Fox News Network FOX SPECIAL REPORT WITH BRET BAIER 6:00 PM EST,"February 1, 2021 Monday",4,Neutral,Neutral,Does not mention
1754,020106cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"February 1, 2021 Monday",3,Acknowledges,Expresses climate concern,Does not mention
1754,020106cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"February 1, 2021 Monday",4,Acknowledges,Expresses climate concern,Does not mention
1755,031620CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"March 16, 2021 Tuesday",3,Acknowledges,Expresses climate concern,Supports
1755,031620CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"March 16, 2021 Tuesday",4,Acknowledges,Expresses climate concern,Supports
1756,033001cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"March 30, 2021 Tuesday",3,Acknowledges,Expresses climate concern,Supports
1756,033001cb.112,PBS NewsHour (formerly The NewsHour with Jim Lehrer) PBS NEWSHOUR 6:00 PM EST,"March 30, 2021 Tuesday",4,Acknowledges,Expresses climate concern,Supports
1757,033101cb.478,MSNBC ALL IN with CHRIS HAYES 8:00 PM EST,"March 31, 2021 Wednesday",3,Acknowledges,Expresses climate concern,Supports
1757,033101cb.478,MSNBC ALL IN with CHRIS HAYES 8:00 PM EST,"March 31, 2021 Wednesday",4,Acknowledges,Expresses climate concern,Supports
1759,033101cb.263,Fox News Network THE STORY WITH MARTHA MACCALLUM 3:00 PM EST,"March 31, 2021 Wednesday",3,Neutral,Neutral,Opposes
1759,033101cb.263,Fox News Network THE STORY WITH MARTHA MACCALLUM 3:00 PM EST,"March 31, 2021 Wednesday",4,Neutral,Neutral,Opposes
1760,033101cb.452,MSNBC DEADLINE: WHITE HOUSE 4:00 PM EST,"March 31, 2021 Wednesday",3,Acknowledges,Expresses climate concern,Supports
1760,033101cb.452,MSNBC DEADLINE: WHITE HOUSE 4:00 PM EST,"March 31, 2021 Wednesday",4,Acknowledges,Expresses climate concern,Supports
1761,033101CN.V40,CNN The Lead with Jake Tapper 4:00 PM EST,"March 31, 2021 Wednesday",3,Acknowledges,Expresses climate concern,Supports
1761,033101CN.V40,CNN The Lead with Jake Tapper 4:00 PM EST,"March 31, 2021 Wednesday",4,Acknowledges,Expresses climate concern,Supports
1762,033101CN.V68,CNN CNN Tonight 10:00 PM EST,"March 31, 2021 Wednesday",3,Neutral,Neutral,Neutral
1762,033101CN.V68,CNN CNN Tonight 10:00 PM EST,"March 31, 2021 Wednesday",4,Neutral,Neutral,Neutral
1763,033102CN.V40,CNN The Lead with Jake Tapper 4:30 PM EST,"March 31, 2021 Wednesday",3,Acknowledges,Expresses climate concern,Supports
1763,033102CN.V40,CNN The Lead with Jake Tapper 4:30 PM EST,"March 31, 2021 Wednesday",4,Acknowledges,Expresses climate concern,Supports
1764,033101cb.140,Fox News Network YOUR WORLD WITH NEIL CAVUTO 4:00 PM EST,"March 31, 2021 Wednesday",3,Acknowledges,Neutral,Opposes
1764,033101cb.140,Fox News Network YOUR WORLD WITH NEIL CAVUTO 4:00 PM EST,"March 31, 2021 Wednesday",4,Acknowledges,Neutral,Opposes
1765,033101cb.453,MSNBC THE REIDOUT 7:00 PM EST,"March 31, 2021 Wednesday",3,Acknowledges,Expresses climate concern,Neutral
1765,033101cb.453,MSNBC THE REIDOUT 7:00 PM EST,"March 31, 2021 Wednesday",4,Acknowledges,Expresses climate concern,Neutral
1766,032918CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"March 29, 2021 Monday",3,Acknowledges,Expresses climate concern,Does not mention
1766,032918CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"March 29, 2021 Monday",4,Acknowledges,Expresses climate concern,Does not mention
1768,033101cb.259,Fox News Network FOX NEWS @ NIGHT 11:00 PM EST,"March 31, 2021 Wednesday",3,Neutral,Neutral,Neutral
1768,033101cb.259,Fox News Network FOX NEWS @ NIGHT 11:00 PM EST,"March 31, 2021 Wednesday",4,Neutral,Neutral,Neutral
1769,033101cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"March 31, 2021 Wednesday",3,Neutral,Neutral,Does not mention
1769,033101cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"March 31, 2021 Wednesday",4,Neutral,Neutral,Does not mention
1770,033101cb.271,Fox News Network FOX NEWS PRIMETIME 7:00 PM EST,"March 31, 2021 Wednesday",3,Neutral,Neutral,Opposes
1770,033101cb.271,Fox News Network FOX NEWS PRIMETIME 7:00 PM EST,"March 31, 2021 Wednesday",4,Neutral,Neutral,Opposes
1771,033101cb.254,Fox News Network FOX SPECIAL REPORT WITH BRET BAIER 6:00 PM EST,"March 31, 2021 Wednesday",3,Neutral,Neutral,Opposes
1771,033101cb.254,Fox News Network FOX SPECIAL REPORT WITH BRET BAIER 6:00 PM EST,"March 31, 2021 Wednesday",4,Neutral,Neutral,Opposes
1772,033101CN.V11,CNN CNN NEWSROOM 9:00 AM EST,"March 31, 2021 Wednesday",3,Neutral,Expresses climate concern,Does not mention
1772,033101CN.V11,CNN CNN NEWSROOM 9:00 AM EST,"March 31, 2021 Wednesday",4,Neutral,Expresses climate concern,Does not mention
1773,033108CN.V11,CNN CNN NEWSROOM 1:30 PM EST,"March 31, 2021 Wednesday",3,Neutral,Neutral,Neutral
1773,033108CN.V11,CNN CNN NEWSROOM 1:30 PM EST,"March 31, 2021 Wednesday",4,Neutral,Neutral,Neutral
1774,033101cb.457,MSNBC THE BEAT WITH ARI MELBER 6:00 PM EST,"March 31, 2021 Wednesday",3,Neutral,Expresses climate concern,Supports
1774,033101cb.457,MSNBC THE BEAT WITH ARI MELBER 6:00 PM EST,"March 31, 2021 Wednesday",4,Neutral,Expresses climate concern,Supports
1776,031220CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"March 12, 2021 Friday",3,Acknowledges,Expresses climate concern,Does not mention
1776,031220CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"March 12, 2021 Friday",4,Acknowledges,Expresses climate concern,Does not mention
1777,031218CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"March 12, 2021 Friday",14,Acknowledges,Expresses climate concern,Does not mention
1777,031218CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"March 12, 2021 Friday",3,Acknowledges,Expresses climate concern,Does not mention
1779,033018CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"March 30, 2021 Tuesday",14,Acknowledges,Neutral,Neutral
1779,033018CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"March 30, 2021 Tuesday",3,Acknowledges,Neutral,Neutral
1780,032502CN.V98,CNN ANDERSON COOPER 360 DEGREES 9:00 PM EST,"March 25, 2021 Thursday",14,Neutral,Neutral,Neutral
1780,032502CN.V98,CNN ANDERSON COOPER 360 DEGREES 9:00 PM EST,"March 25, 2021 Thursday",3,Neutral,Neutral,Neutral
1781,032501cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"March 25, 2021 Thursday",14,Neutral,Expresses opposition to climate concern,Opposes
1781,032501cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"March 25, 2021 Thursday",3,Neutral,Expresses opposition to climate concern,Opposes
1783,032801cb.262,"Fox News Network LIFE, LIBERTY, LEVIN 8:00 PM EST","March 28, 2021 Sunday",14,Denies,Expresses opposition to climate concern,Does not mention
1783,032801cb.262,"Fox News Network LIFE, LIBERTY, LEVIN 8:00 PM EST","March 28, 2021 Sunday",3,Denies,Expresses opposition to climate concern,Does not mention
1784,032805CN.V11,CNN CNN NEWSROOM 5:00 PM EST,"March 28, 2021 Sunday",14,Acknowledges,Expresses climate concern,Supports
1784,032805CN.V11,CNN CNN NEWSROOM 5:00 PM EST,"March 28, 2021 Sunday",3,Acknowledges,Expresses climate concern,Supports
1785,031217CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"March 12, 2021 Friday",14,Acknowledges,Expresses climate concern,Neutral
1785,031217CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"March 12, 2021 Friday",3,Acknowledges,Expresses climate concern,Neutral
1786,,ABC News Transcript GOOD MORNING AMERICA 8:17 AM EST,"March 19, 2021 Friday",14,Acknowledges,Expresses climate concern,Does not mention
1786,,ABC News Transcript GOOD MORNING AMERICA 8:17 AM EST,"March 19, 2021 Friday",3,Acknowledges,Expresses climate concern,Does not mention
1787,032905CN.V42,CNN New Day 8:00 AM EST,"March 29, 2021 Monday",14,Acknowledges,Neutral,Does not mention
1787,032905CN.V42,CNN New Day 8:00 AM EST,"March 29, 2021 Monday",3,Acknowledges,Neutral,Does not mention
1788,032904CN.V42,CNN New Day 7:30 AM EST,"March 29, 2021 Monday",14,Neutral,Neutral,Does not mention
1788,032904CN.V42,CNN New Day 7:30 AM EST,"March 29, 2021 Monday",3,Neutral,Neutral,Does not mention
1789,032903cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"March 29, 2021 Monday",14,Acknowledges,Expresses climate concern,Does not mention
